Price,Adj Close,Close,High,Low,Open,Volume,100sma,50sma,21sma,signal,position
Ticker,GRSE.NS,GRSE.NS,GRSE.NS,GRSE.NS,GRSE.NS,GRSE.NS,,,,,
Date,,,,,,,,,,,
2020-02-03,154.47361755371094,175.5500030517578,185.0,163.5,180.3000030517578,889744,,,206.79523722330728,0,0.0
2020-02-04,152.53775024414062,173.35000610351562,179.64999389648438,170.0,175.5500030517578,402316,,,205.8404758998326,0,0.0
2020-02-05,158.96131896972656,180.64999389648438,183.0,173.5500030517578,173.5500030517578,284333,,,205.1499997093564,0,0.0
2020-02-06,159.79727172851562,181.60000610351562,185.0500030517578,179.25,181.75,126261,,,204.61428542364212,0,0.0
2020-02-07,158.34536743164062,179.9499969482422,183.35000610351562,178.10000610351562,182.60000610351562,96277,,,203.73095194498697,0,0.0
2020-02-10,151.61383056640625,172.3000030517578,180.9499969482422,168.5500030517578,180.8000030517578,281403,,,202.3857138497489,0,0.0
2020-02-11,152.36175537109375,173.14999389648438,175.5500030517578,170.1999969482422,170.1999969482422,129966,,,200.9142848423549,0,0.0
2020-02-12,153.41770935058594,174.35000610351562,175.8000030517578,172.35000610351562,174.5,135908,,,199.13809494745163,0,0.0
2020-02-13,152.1417694091797,172.89999389648438,175.89999389648438,170.6999969482422,174.9499969482422,175154,,,196.68571399507067,0,0.0
2020-02-14,149.3699493408203,169.75,175.14999389648438,168.0500030517578,172.89999389648438,96010,,,194.31666637602308,0,0.0
2020-02-17,145.01426696777344,164.8000030517578,170.75,159.60000610351562,169.75,181017,,,191.78333318801154,0,0.0
2020-02-18,151.39382934570312,172.0500030517578,179.0,165.0500030517578,165.8000030517578,301732,,,189.62142871675036,0,0.0
2020-02-19,161.73313903808594,183.8000030517578,185.89999389648438,173.0,173.0,326635,,,188.1261909121559,0,0.0
2020-02-20,160.0172576904297,181.85000610351562,191.8000030517578,181.0,184.0,343340,,,186.8095245361328,0,0.0
2020-02-24,153.2856903076172,174.1999969482422,186.85000610351562,173.10000610351562,180.0,192272,,,185.37857200985863,0,0.0
2020-02-25,152.27377319335938,173.0500030517578,177.8000030517578,170.0,172.10000610351562,130264,,,183.7642865862165,0,0.0
2020-02-26,150.86585998535156,171.4499969482422,173.89999389648438,170.1999969482422,173.89999389648438,283995,,,182.13809567406065,0,0.0
2020-02-27,147.4781036376953,167.60000610351562,173.0,161.8000030517578,172.8000030517578,221809,,,180.1000010172526,0,0.0
2020-02-28,134.14698791503906,152.4499969482422,163.85000610351562,151.14999389648438,160.0,257204,,,177.17619105747767,0,0.0
2020-03-02,138.41468811035156,157.3000030517578,166.5,151.6999969482422,156.35000610351562,287970,,,174.50238182431175,0,0.0
2020-03-03,145.14622497558594,164.9499969482422,166.0,156.0,159.85000610351562,111003,,,172.240477062407,0,0.0
2020-03-04,138.3706817626953,157.25,165.89999389648438,151.75,165.89999389648438,183815,,,171.3690483456566,0,0.0
2020-03-05,136.1708526611328,154.75,162.10000610351562,153.10000610351562,158.39999389648438,156583,,,170.48333376929872,0,0.0
2020-03-06,130.27523803710938,148.0500030517578,151.5,143.0500030517578,148.0,128014,,,168.93095325288317,0,0.0
2020-03-09,126.2715072631836,143.5,148.0,135.8000030517578,136.9499969482422,277001,,,167.11666724795387,0,0.0
2020-03-11,129.57127380371094,147.25,154.0,143.0,143.5,192601,,,165.5595245361328,0,0.0
